ISIN,SECURITY NAME,BSE CODE,BSE SERIES,NSE SYMBOL,NSE SERIES,GROUP I BSE,GROUP I NSE,VAR MARGIN %
INE012A01025,ACC Ltd,500410,A,ACC,EQ,Y,Y,25
INE742F01042,Adani Ports & Special Economic Zone LTD.,532921,A,ADANIPORTS,EQ,Y,Y,25
INE079A01024,Ambuja Cements Ltd,500425,A,AMBUJACEM,EQ,Y,Y,25
INE208A01029,Ashok Leyland Ltd,500477,A,ASHOKLEY,EQ,Y,Y,25
INE021A01026,Asian Paints Ltd,500820,A,ASIANPAINT,EQ,Y,Y,25
INE406A01037,Aurobindo Pharma Ltd,524804,A,AUROPHARMA,EQ,Y,Y,25
INE238A01034,AXIS Bank Ltd,532215,A,AXISBANK,EQ,Y,Y,25
INE917I01010,Bajaj Auto Ltd,532977,A,BAJAJ-AUTO,EQ,Y,Y,25
INE296A01024,Bajaj Finance Ltd,500034,A,BAJFINANCE,EQ,Y,Y,25
INE918I01018,Bajaj Finserv Ltd,532978,A,BAJAJFINSV,EQ,Y,Y,25
INE028A01039,Bank of Baroda,532134,A,BANKBARODA,EQ,Y,Y,25
INE263A01024,Bharat Electronics Ltd,500049,A,BEL,EQ,Y,Y,25
INE257A01026,Bharat Heavy Electricals Ltd,500103,A,BHEL,EQ,Y,Y,25
INE029A01011,Bharat Petroleum Corporation Ltd,500547,A,BPCL,EQ,Y,Y,25
INE397D01024,Bharti AirTel Limited,532454,A,BHARTIARTL,EQ,Y,Y,25
INE121J01017,Bharti Infratel Limited,534816,A,INFRATEL,EQ,Y,Y,25
INE323A01026,Bosch Ltd,500530,A,BOSCHLTD,EQ,Y,Y,25
INE216A01022,Britannia Industries  Limited,500825,A,BRITANNIA,EQ,Y,Y,25
INE010B01027,Cadila Healthcare Ltd,532321,A,CADILAHC,EQ,Y,Y,25
INE059A01026,Cipla Ltd,500087,A,CIPLA,EQ,Y,Y,25
INE522F01014,Coal India Limited,533278,A,COALINDIA,EQ,Y,Y,25
INE259A01022,Colgate Palmolive India Ltd,500830,A,COLPAL,EQ,Y,Y,25
INE111A01025,Container Corporation of India Ltd,531344,A,CONCOR,EQ,Y,Y,25
INE298A01020,CUMMINS INDIA LTD.,500480,A,CUMMINSIND,EQ,Y,Y,25
INE016A01026,Dabur India Ltd,500096,A,DABUR,EQ,Y,Y,25
INE271C01023,DLF Ltd,532868,A,DLF,EQ,Y,Y,25
INE089A01023,Dr Reddys Laboratories Ltd,500124,A,DRREDDY,EQ,Y,Y,25
INE066A01013,Eicher Motors Ltd,505200,A,EICHERMOT,EQ,Y,Y,25
INE129A01019,Gail India Ltd,532155,A,GAIL,EQ,Y,Y,25
INE102D01028,Godrej Consumer Products Ltd,532424,A,GODREJCP,EQ,Y,Y,25
INE047A01021,Grasim Industries Ltd,500300,A,GRASIM,EQ,Y,Y,25
INE176B01034,Havells India Ltd,517354,A,HAVELLS,EQ,Y,Y,25
INE860A01027,HCL Technologies Ltd,532281,A,HCLTECH,EQ,Y,Y,25
INE040A01026,Hdfc Bank Ltd.,500180,A,HDFCBANK,EQ,Y,Y,25
INE001A01036,Hdfc Ltd,500010,A,HDFC,EQ,Y,Y,25
INE158A01026,Hero MotoCorp Limited,500182,A,HEROMOTOCO,EQ,Y,Y,25
INE038A01020,Hindalco Industries Ltd,500440,A,HINDALCO,EQ,Y,Y,25
INE030A01027,Hindustan Unilever Ltd,500696,A,HINDUNILVR,EQ,Y,Y,25
INE267A01025,Hindustan Zinc Ltd,500188,A,HINDZINC,EQ,Y,Y,25
INE090A01021,ICICI Bank Ltd,532174,A,ICICIBANK,EQ,Y,Y,25
INE726G01019,ICICI Prudential Life Insurance Co. Ltd,540133,B,ICICIPRULI,EQ,Y,Y,25
INE148I01020,Indiabulls Housing Finance Limited,535789,A,IBULHSGFIN,EQ,Y,Y,25
INE242A01010,Indian Oil Corporation Ltd,530965,A,IOC,EQ,Y,Y,25
INE095A01012,Indusind Bank Ltd,532187,A,INDUSINDBK,EQ,Y,Y,25
INE009A01021,Infosys Ltd.,500209,A,INFY,EQ,Y,Y,25
INE646L01027,InterGlobe Aviation Limited,539448,A,INDIGO,EQ,Y,Y,25
INE154A01025,ITC Ltd,500875,A,ITC,EQ,Y,Y,25
INE019A01038,JSW Steel Limited,500228,A,JSWSTEEL,EQ,Y,Y,25
INE237A01028,Kotak Mahindra Bank Ltd,500247,A,KOTAKBANK,EQ,Y,Y,25
INE498L01015,L&T Finance Holdings Limited,533519,A,L&TFH,EQ,Y,Y,25
INE018A01030,Larsen & Toubro Ltd,500510,A,LT,EQ,Y,Y,25
INE115A01026,LIC Housing Finance Ltd,500253,A,LICHSGFIN,EQ,Y,Y,25
INE326A01037,Lupin Ltd,500257,A,LUPIN,EQ,Y,Y,25
INE101A01026,Mahindra & Mahindra Ltd,500520,A,M&M,EQ,Y,Y,25
INE196A01026,Marico Ltd,531642,A,MARICO,EQ,Y,Y,25
INE585B01010,Maruti Suzuki India Ltd,532500,A,MARUTI,EQ,Y,Y,25
INE775A01035,Motherson Sumi Systems Limited,517334,A,MOTHERSUMI,EQ,Y,Y,25
INE883A01011,MRF LTD.,500290,A,MRF,EQ,Y,Y,25
INE733E01010,National Thermal Power Corporation Ltd,532555,A,NTPC,EQ,Y,Y,25
INE848E01016,NHPC Limited,533098,A,NHPC,EQ,Y,Y,25
INE584A01023,NMDC Limited,526371,A,NMDC,EQ,Y,Y,25
INE213A01029,Oil & Natural Gas Corporation Ltd,500312,A,ONGC,EQ,Y,Y,25
INE274J01014,Oil India Limited,533106,A,OIL,EQ,Y,Y,25
INE347G01014,Petronet LNG Ltd,532522,A,PETRONET,EQ,Y,Y,25
INE318A01026,Pidilite Industries Ltd,500331,A,PIDILITIND,EQ,Y,Y,25
INE140A01024,Piramal Enterprises Limited,500302,A,PEL,EQ,Y,Y,25
INE134E01011,Power Finance Corporation Ltd,532810,A,PFC,EQ,Y,Y,25
INE752E01010,Power Grid Corporation of India Ltd,532898,A,POWERGRID,EQ,Y,Y,25
INE002A01018,Reliance Industries Ltd,500325,A,RELIANCE,EQ,Y,Y,25
INE020B01018,Rural Electrification Corporation Ltd,532955,A,RECLTD,EQ,Y,Y,25
INE070A01015,Shree Cement Ltd,500387,A,SHREECEM,EQ,Y,Y,25
INE721A01013,Shriram Transport Finance Company Ltd,511218,A,SRTRANSFIN,EQ,Y,Y,25
INE003A01024,Siemens Ltd,500550,A,SIEMENS,EQ,Y,Y,25
INE062A01020,State Bank of India,500112,A,SBIN,EQ,Y,Y,25
INE114A01011,Steel Authority of India Limited,500113,A,SAIL,EQ,Y,Y,25
INE044A01036,Sun Pharmaceutical Industries Ltd,524715,A,SUNPHARMA,EQ,Y,Y,25
INE424H01027,SUN TV NETWORK LIMITED,532733,A,SUNTV,EQ,Y,Y,25
INE467B01029,Tata Consultancy Services Ltd,532540,A,TCS,EQ,Y,Y,25
INE155A01022,Tata Motors Ltd,500570,A,TATAMOTORS,EQ,Y,Y,25
INE081A01012,TATA Steel Limited,500470,A,TATASTEEL,EQ,Y,Y,25
INE669C01036,Tech Mahindra Limited,532755,A,TECHM,EQ,Y,Y,25
INE280A01028,Titan Company Ltd,500114,A,TITAN,EQ,Y,Y,25
INE481G01011,Ultratech Cement Ltd,532538,A,ULTRACEMCO,EQ,Y,Y,25
INE628A01036,UPL Limited,512070,A,UPL,EQ,Y,Y,25
INE205A01025,Vedanta Limited,500295,A,VEDL,EQ,Y,Y,25
INE075A01022,Wipro Ltd,507685,A,WIPRO,EQ,Y,Y,25
INE528G01027,Yes Bank Ltd,532648,A,YESBANK,EQ,Y,Y,25
INE256A01028,Zee Entertainment Enterprises Ltd,505537,A,ZEEL,EQ,Y,Y,25
INE094A01015,Hindustan Petroleum Corporation Ltd,500104,A,HINDPETRO,EQ,Y,Y,30
INE669E01016,Idea Cellular Limited,532822,A,IDEA,EQ,Y,Y,30
INF373I01031,Kotak Mahindra Mutual Fund-Sensex ETF,532985,B,-,-,Y,N,30
INE881D01027,Oracle Financial Services Software Ltd,532466,A,OFSS,EQ,Y,Y,30
INE160A01022,Punjab National Bank,532461,A,PNB,EQ,Y,Y,30
INF732E01037,Reliance ETF Liquid BeES,590096,E,LIQUIDBEES,EQ,Y,Y,30
INF204K014N5,Reliance ETF Nifty 100,537483,B,RELCNX100,EQ,N,Y,30
IN0020170034,SGB2.50%JUL2025Sr-II 17-18,800269,G,SGBJUL25,GB,N,Y,30
IN0020170018,SGB2.50%MAY2025Sr-I 17-18,800268,G,SGBMAY25,GB,N,Y,30
IN0020160076,SOVEREIGN GOLD BOND 2016 TRANC,800259,G,SGBNOV24,GB,N,Y,30
IN0020160043,SOVEREIGN GOLD BOND 2016 TRANCHE II A,800258,G,SGBSEP24,GB,N,Y,30
IN0020160027,SOVEREIGN GOLD BOND TRANCHE IV,800254,G,SGBAUG24,GB,N,Y,30
IN0020160126,SOVERIEGN GOLD BOND 2016 TRANCHE IV,800265,G,SGBMAR25,GB,N,Y,30
INE117A01022,ABB  India Ltd,500002,A,ABB,EQ,Y,Y,35
INE674K01013,Aditya Birla Capital Limited,540691,B,ABCAPITAL,EQ,Y,Y,35
INE192R01011,Avenue Supermarts Limited,540376,A,DMART,EQ,Y,Y,35
INF846K01347,Axis Mutual Fund – Axis Gold ETF,533570,E,AXISGOLD,EQ,N,Y,35
INE465A01025,Bharat Forge Ltd,500493,A,BHARATFORG,EQ,Y,Y,35
INF457M01133,CPSE ETF*,538057,B,CPSEETF,EQ,Y,Y,35
INE548C01032,Emami Ltd,531162,A,EMAMILTD,EQ,Y,Y,35
INE451A01017,Force Motors Ltd,500033,B,-,-,Y,N,35
INE481Y01014,General Insurance Corporation of India,540755,B,GICRE,EQ,Y,Y,35
INF179K01CN1,HDFC Mutual Fund - HDFC Gold Exchange Tr,533230,E,HDFCMFGETF,EQ,N,Y,35
INF109KB1WF4,ICICI Prudential Gold Exchange Traded Fu,533244,E,ICICIGOLD,EQ,N,Y,35
INF397L01554,IDBI Mutual Fund – IDBI Gold ETF,533719,E,IDBIGOLD,EQ,N,Y,35
INE183W23014,IRB InvIT Fund,540526,IF,IRBINVIT,IV,Y,Y,35
INE019A04024,JSW Ispat Steel Ltd-Preference Shares,717502,F,JSWSTEEL,P2,N,Y,35
INF373I01049,Kotak Mutual Fund - Gold ETF,590097,E,KOTAKGOLD,EQ,Y,Y,35
INE745G01035,Multi Commodity Exchange of India Ltd,534091,A,MCX,EQ,Y,Y,35
INE179A01014,Procter & Gamble Hygiene & Health Care L,500459,A,PGHH,EQ,Y,Y,35
INF082J01010,Quantum Mutual Fund - Gold ETF,590099,E,QGOLDHALF,EQ,Y,Y,35
INF732E01102,Reliance ETF Gold BeES,590095,E,GOLDBEES,EQ,Y,Y,35
INE123W01016,SBI Life Insurance Company Limited,540719,B,SBILIFE,EQ,Y,Y,35
INF200K01099,SBI-ETF Gold,590098,E,SETFGOLD,EQ,Y,Y,35
INF789F01059,UTI Mutual Fund - Gold ETF,590101,E,GOLDSHARE,EQ,Y,Y,35
INE205A04011,Vedanta Limited 7.50%,700134,F,VEDL,P1,N,Y,35
INE256A04022,Zee Entertainment Enterprises Limited-6%,717503,F,ZEEL,P2,N,Y,35
INE470A01017,3M India Limited,523395,B,3MINDIA,EQ,Y,Y,40
INE769A01020,Aarti Industries Ltd,524208,B,AARTIIND,EQ,Y,Y,40
INE421A01028,Aban Offshore Ltd,523204,A,ABAN,EQ,Y,Y,40
INE358A01014,Abbott India Ltd,500488,B,ABBOTINDIA,EQ,Y,Y,40
INE423A01024,Adani Enterprises Ltd,512599,A,ADANIENT,EQ,Y,Y,40
INE814H01011,Adani Power Limited,533096,A,ADANIPOWER,EQ,Y,Y,40
INE647O01011,Aditya Birla Fashion and Retail Limited,535755,A,ABFRL,EQ,Y,Y,40
INE837H01020,Advanced Enzyme Technologies Ltd,540025,A,ADVENZYMES,EQ,Y,Y,40
INE208C01025,Aegis Logistics Ltd,500003,A,AEGISCHEM,EQ,Y,Y,40
INE031B01049,Ajanta Pharma Ltd,532331,A,AJANTPHARM,EQ,Y,Y,40
INE298G01027,Ajmera Realty & Infra India Ltd,513349,B,AJMERA,EQ,Y,Y,40
INE523B01011,Aksh Optifibre Ltd,532351,B,AKSHOPTFBR,EQ,Y,Y,40
INE426A01027,Alembic Ltd,506235,B,ALEMBICLTD,EQ,Y,Y,40
INE901L01018,Alembic Pharmaceuticals Limited,533573,A,APLLTD,EQ,Y,Y,40
INE540L01014,Alkem Laboratories Limited,539523,A,ALKEM,EQ,Y,Y,40
INE428A01015,Allahabad Bank,532480,A,ALBK,EQ,Y,Y,40
INE418H01029,Allcargo Logistics Limited,532749,B,ALLCARGO,EQ,Y,Y,40
INE885A01032,Amara Raja Batteries Ltd,500008,A,AMARAJABAT,EQ,Y,Y,40
INE371P01015,Amber Enterprises India Limited,540902,B,AMBER,EQ,Y,Y,40
INE242C01024,Anant Raj Limited,515055,B,ANANTRAJ,EQ,Y,Y,40
INE434A01013,Andhra Bank,532418,A,ANDHRABANK,EQ,Y,Y,40
INE702C01019,APL Apollo Tubes Limited,533758,B,APLAPOLLO,EQ,Y,Y,40
INE437A01024,Apollo Hospitals Enterprise Ltd,508869,A,APOLLOHOSP,EQ,Y,Y,40
INE266F01018,Aptech Ltd,532475,B,APTECHT,EQ,Y,Y,40
INE034A01011,Arvind Ltd,500101,A,ARVIND,EQ,Y,Y,40
INE428O01016,Ashapura Intimates Fashion Ltd,535467,B,AIFL,EQ,Y,Y,40
INE442H01029,Ashoka Buildcon Limited,533271,B,ASHOKA,EQ,Y,Y,40
INE022I01019,Asian Granito India Ltd,532888,B,ASIANTILES,EQ,Y,Y,40
INE914M01019,Aster DM Healthcare Limited,540975,B,ASTERDM,EQ,Y,Y,40
INE386C01029,Astra Microwave Products Ltd,532493,A,ASTRAMICRO,EQ,Y,Y,40
INE203A01020,AstraZeneca Pharma India Ltd,506820,B,ASTRAZEN,EQ,Y,Y,40
INE100A01010,Atul Ltd,500027,A,ATUL,EQ,Y,Y,40
INE949L01017,AU Small Finance Bank Limited,540611,B,AUBANK,EQ,Y,Y,40
INE449A01011,Automotive Axles Ltd,505010,B,AUTOAXLES,EQ,Y,Y,40
INE933K01021,Bajaj Corp Limited,533229,A,BAJAJCORP,EQ,Y,Y,40
INE193E01025,Bajaj Electricals Ltd,500031,A,BAJAJELEC,EQ,Y,Y,40
INE118A01012,Bajaj Holdings & Investment Ltd,500490,A,BAJAJHLDNG,EQ,Y,Y,40
INE787D01026,Balkrishna Industries Ltd,502355,A,BALKRISIND,EQ,Y,Y,40
INE119A01028,Balrampur Chini Mills Ltd,500038,A,BALRAMCHIN,EQ,Y,Y,40
INE084A01016,Bank of India,532149,A,BANKINDIA,EQ,Y,Y,40
INE373A01013,BASF India Ltd,500042,B,BASF,EQ,Y,Y,40
INE176A01028,Bata India Ltd,500043,A,BATAINDIA,EQ,Y,Y,40
INE462A01022,Bayer CropScience Ltd,506285,A,BAYERCROP,EQ,Y,Y,40
INE258A01016,BEML Limited,500048,A,BEML,EQ,Y,Y,40
INE463A01038,Berger Paints (I) Limited,509480,A,BERGEPAINT,EQ,Y,Y,40
INE243D01012,BF Utilities Ltd,532430,A,BFUTILITIE,EQ,Y,Y,40
INF109KB15Y7,BHARAT 22 ETF,540787,B,ICICIB22,EQ,Y,Y,40
INE376G01013,Biocon Ltd,532523,A,BIOCON,EQ,Y,Y,40
INE340A01012,Birla Corporation Ltd,500335,B,BIRLACORPN,EQ,Y,Y,40
INE416D01022,Bliss GVS Pharma Ltd,506197,B,BLISSGVS,EQ,Y,Y,40
INE153T01027,BLS International Services Limited,540073,B,BLS,EQ,Y,Y,40
INE233B01017,Blue Dart Express Ltd,526612,A,BLUEDART,EQ,Y,Y,40
INE472A01039,Blue Star Ltd,500067,A,BLUESTARCO,EQ,Y,Y,40
INE338D01028,Bodal Chemicals Ltd,524370,B,BODALCHEM,EQ,Y,Y,40
INE050A01025,Bombay Burmah Trading Corporation Ltd,501425,A,BBTC,EQ,Y,Y,40
INE118H01025,BSE Limited,-,-,BSE,EQ,N,Y,40
INE052I01032,Camlin Fine Sciences Limited,532834,B,CAMLINFINE,EQ,Y,Y,40
INE477A01020,Can Fin Homes Ltd,511196,A,CANFINHOME,EQ,Y,Y,40
INE476A01014,Canara Bank,532483,A,CANBK,EQ,Y,Y,40
INE264T01014,Capacit'e Infraprojects Limited,540710,B,CAPACITE,EQ,Y,Y,40
INE688I01017,Capital First Limited,532938,A,CAPF,EQ,Y,Y,40
INE752H01013,CARE Ratings Limited,534804,A,CARERATING,EQ,Y,Y,40
INE172A01027,Castrol India Ltd,500870,A,CASTROLIND,EQ,Y,Y,40
INE482A01020,Ceat Ltd,500878,A,CEATLTD,EQ,Y,Y,40
INE483A01010,Central Bank of India,532885,A,CENTRALBK,EQ,Y,Y,40
INE736A01011,Central Depository Services (India) ltd),-,-,CDSL,EQ,N,Y,40
INE348B01021,Century Plyboards India Ltd,532548,A,CENTURYPLY,EQ,Y,Y,40
INE055A01016,Century Textiles & Industries Ltd,500040,A,CENTURYTEX,EQ,Y,Y,40
INE486A01013,CESC Ltd,500084,A,CESC,EQ,Y,Y,40
INE067A01029,CG Power and Industrial Solutions Limite,500093,A,CGPOWER,EQ,Y,Y,40
INE085A01013,Chambal Fertilisers & Chemicals Ltd,500085,A,CHAMBLFERT,EQ,Y,Y,40
INE178A01016,Chennai Petroleum Corporation Ltd,500110,A,CHENNPETRO,EQ,Y,Y,40
INE121A01016,Cholamandalam Investment and Finance Com,511243,A,CHOLAFIN,EQ,Y,Y,40
INE491A01021,City Union Bank Ltd,532210,A,CUB,EQ,Y,Y,40
INE704P01017,Cochin Shipyard Limited,540678,B,COCHINSHIP,EQ,Y,Y,40
INE335K01011,Coffee Day Enterprises Limited,539436,B,COFFEEDAY,EQ,Y,Y,40
INE169A01031,Coromandel International Limited,506395,A,COROMANDEL,EQ,Y,Y,40
INE008I01026,Cox & Kings Limited,533144,A,COX&KINGS,EQ,Y,Y,40
INE007A01025,CRISIL Limited,500092,A,CRISIL,EQ,Y,Y,40
INE299U01018,Crompton Greaves Consumer Electrical Lim,539876,A,CROMPTON,EQ,Y,Y,40
INE136B01020,Cyient Limited,532175,A,CYIENT,EQ,Y,Y,40
INE950I01011,D.B. Corp Limited,533151,A,DBCORP,EQ,Y,Y,40
INE503A01015,DCB BANK LIMITED,532772,A,DCBBANK,EQ,Y,Y,40
INE501A01019,Deepak Fertilisers & Petrochemicals Corp,500645,A,DEEPAKFERT,EQ,Y,Y,40
INE288B01029,Deepak Nitrite Ltd,506401,B,DEEPAKNTR,EQ,Y,Y,40
INE124G01033,Delta Corp Ltd,532848,A,DELTACORP,EQ,Y,Y,40
INE202B01012,Dewan Housing Finance Corporation Ltd,511072,A,DHFL,EQ,Y,Y,40
INE836F01026,Dish TV India Limited,532839,A,DISHTV,EQ,Y,Y,40
INE385W01011,Dishman Carbogen Amcis Limited,540701,B,DCAL,EQ,Y,Y,40
INE361B01024,Divis Laboratories Ltd,532488,A,DIVISLAB,EQ,Y,Y,40
INE935N01012,Dixon Technologies (India) Limited,540699,B,DIXON,EQ,Y,Y,40
INE600L01024,Dr. Lal PathLabs Limited,539524,A,LALPATHLAB,EQ,Y,Y,40
INE506A01018,DREDGING CORPORATION OF INDIA,523618,B,DREDGECORP,EQ,Y,Y,40
INE738I01010,eClerx Services Ltd,532927,A,ECLERX,EQ,Y,Y,40
INE532F01054,Edelweiss Financial Services Limited,532922,A,EDELWEISS,EQ,Y,Y,40
INE126A01031,EID Parry India Ltd,500125,A,EIDPARRY,EQ,Y,Y,40
INE230A01023,EIH Ltd,500840,B,EIHOTEL,EQ,Y,Y,40
INE913H01037,Endurance Technologies Limited,540153,B,ENDURANCE,EQ,Y,Y,40
INE510A01028,Engineers India Ltd,532178,A,ENGINERSIN,EQ,Y,Y,40
INE406M01024,Eris Lifesciences Limited,540596,B,ERIS,EQ,Y,Y,40
INE416L01017,Eros International Media Limited,533261,A,EROSMEDIA,EQ,Y,Y,40
INE042A01014,Escorts Ltd,500495,A,ESCORTS,EQ,Y,Y,40
INE302A01020,Exide Industries Ltd,500086,A,EXIDEIND,EQ,Y,Y,40
INE171A01029,Federal Bank Ltd,500469,A,FEDERALBNK,EQ,Y,Y,40
INE684F01012,Firstsource Solutions Limited,532809,A,FSL,EQ,Y,Y,40
INE061F01013,Fortis Healthcare Ltd,532843,A,FORTIS,EQ,Y,Y,40
INE220J01025,Future Consumer Limited,533400,A,FCONSUMER,EQ,Y,Y,40
INE452O01016,Future Lifestyle Fashions Ltd,536507,A,FLFL,EQ,Y,Y,40
INE935Q01015,Future Supply Chain Solutions Limited,540798,B,FSC,EQ,Y,Y,40
INE934S01014,G N A Axles Limited,540124,B,GNA,EQ,Y,Y,40
INE600K01018,Galaxy Surfactants Limited,540935,B,GALAXYSURF,EQ,Y,Y,40
INE852F01015,Gateway Distriparks Limited,532622,A,GDL,EQ,Y,Y,40
INE152B01027,Gati Ltd,532345,A,GATI,EQ,Y,Y,40
INE336H01023,Gayatri Projects Limited,532767,B,GAYAPROJ,EQ,Y,Y,40
INE539A01019,GHCL Limited,500171,A,GHCL,EQ,Y,Y,40
INE289B01019,GIC Housing Finance Ltd,511676,A,GICHSGFIN,EQ,Y,Y,40
INE322A01010,Gillette India Ltd,507815,B,GILLETTE,EQ,Y,Y,40
INE264A01014,GlaxoSmithkline Consumer Healthcare Ltd,500676,A,GSKCONS,EQ,Y,Y,40
INE159A01016,GlaxoSmithKline Pharmaceuticals Ltd,500660,A,GLAXO,EQ,Y,Y,40
INE935A01035,Glenmark Pharmaceuticals Ltd.,532296,A,GLENMARK,EQ,Y,Y,40
INE075D01018,GM Breweries Ltd,507488,B,GMBREW,EQ,Y,Y,40
INE776C01039,GMR Infrastructure Ltd,532754,A,GMRINFRA,EQ,Y,Y,40
INE260B01028,Godfrey Phillips India Ltd,500163,A,GODFRYPHLP,EQ,Y,Y,40
INE850D01014,Godrej Agrovet Limited,540743,B,GODREJAGRO,EQ,Y,Y,40
INE233A01035,Godrej Industries Ltd,500164,A,GODREJIND,EQ,Y,Y,40
INE484J01027,GODREJ PROPERTIES LTD.,533150,A,GODREJPROP,EQ,Y,Y,40
INE101D01020,Granules India Ltd,532482,A,GRANULES,EQ,Y,Y,40
INE024L01027,Gravita India Limited,533282,B,GRAVITA,EQ,Y,Y,40
INE224A01026,Greaves Cotton Ltd,501455,A,GREAVESCOT,EQ,Y,Y,40
INE461C01038,Greenply Industries Ltd,526797,B,GREENPLY,EQ,Y,Y,40
INE580B01029,Gruh Finance Ltd,511288,A,GRUH,EQ,Y,Y,40
INE186A01019,Gujarat Alkalies & Chemicals Ltd,530001,B,GUJALKALI,EQ,Y,Y,40
INE036B01022,Gujarat Ambuja Exports Ltd,524226,B,GAEL,EQ,Y,Y,40
INE538A01037,Gujarat Fluorochemicals Ltd,500173,B,GUJFLUORO,EQ,Y,Y,40
INE844O01022,Gujarat Gas Limited,539336,A,GUJGASLTD,EQ,Y,Y,40
INE131A01031,Gujarat Mineral Development Corp.ltd,532181,A,GMDCLTD,EQ,Y,Y,40
INE113A01013,Gujarat Narmada Valley Fert. & chemicals,500670,A,GNFC,EQ,Y,Y,40
INE517F01014,GUJARAT PIPAVAV PORT LIMITED,533248,A,GPPL,EQ,Y,Y,40
INE246F01010,Gujarat State Petronet Ltd,532702,A,GSPL,EQ,Y,Y,40
INE926X01010,H.G. Infra Engineering Limited,541019,B,HGINFRA,EQ,Y,Y,40
INE236A01020,HCL Infosystems Ltd,500179,A,HCL-INSYS,EQ,Y,Y,40
INE795G01014,HDFC Standard Life Insurance Company Ltd,540777,B,HDFCLIFE,EQ,Y,Y,40
